trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
MQ_O1-Weekday-044900_M8_5,07:42:00,07:42:00,42445543,13,0,0
MQ_O1-Weekday-044900_M8_5,07:43:06,07:43:06,42434140,14,0,0
MQ_O1-Weekday-044900_M8_5,07:44:10,07:44:10,42434142,15,0,0
MQ_O1-Weekday-044900_M8_5,07:46:01,07:46:01,42434145,16,0,0
MQ_O1-Weekday-044900_M8_5,07:47:00,07:47:00,42434148,17,0,0
MQ_O1-Weekday-044900_M8_5,07:47:48,07:47:48,42430914,18,0,0
MQ_O1-Weekday-044900_M8_5,07:48:39,07:48:39,42430924,19,0,0
MQ_O1-Weekday-044900_M8_5,07:49:32,07:49:32,42430938,20,0,0
MQ_O1-Weekday-044900_M8_5,07:50:15,07:50:15,42430942,21,0,0
MQ_O1-Weekday-044900_M8_5,07:51:00,07:51:00,274342024,22,0,0
MQ_O1-Weekday-048300_M8_5,08:03:00,08:03:00,42430942,1,0,0
MQ_O1-Weekday-048300_M8_5,08:04:12,08:04:12,42430938,2,0,0
MQ_O1-Weekday-048300_M8_5,08:05:25,08:05:25,42430924,3,0,0
MQ_O1-Weekday-048300_M8_5,08:06:21,08:06:21,42430914,4,0,0
MQ_O1-Weekday-048300_M8_5,08:07:00,08:07:00,42449023,5,0,0
MQ_O1-Weekday-048300_M8_5,08:08:49,08:08:49,42449021,6,0,0
MQ_O1-Weekday-048300_M8_5,08:10:48,08:10:48,42442857,7,0,0
MQ_O1-Weekday-048300_M8_5,08:12:08,08:12:08,42449017,8,0,0
MQ_O1-Weekday-048300_M8_5,08:13:00,08:13:00,42445558,9,0,0
MQ_O1-Weekday-048300_M8_5,08:14:27,08:14:27,42428476,10,0,0
MQ_O1-Weekday-048300_M8_5,08:16:00,08:16:00,42449045,11,0,0
MQ_O1-Weekday-048300_M8_5,08:17:13,08:17:13,42421877,12,0,0
MQ_O1-Weekday-048300_M8_5,08:19:00,08:19:00,42421889,13,0,0
MQ_O1-Weekday-048300_M8_5,08:19:42,08:19:42,42432191,14,0,0
MQ_O1-Weekday-048300_M8_5,08:21:16,08:21:16,4679523598,15,0,0
MQ_O1-Weekday-048300_M8_5,08:22:03,08:22:03,42430805,16,0,0
MQ_O1-Weekday-048300_M8_5,08:23:00,08:23:00,4841945995,17,0,0
MQ_O1-Weekday-048300_M8_5,08:24:00,08:24:00,42436393,18,0,0
MQ_O1-Weekday-048300_M8_5,08:24:25,08:24:25,42436129,19,0,0
MQ_O1-Weekday-048300_M8_5,08:24:40,08:24:40,42436894,20,0,0
MQ_O1-Weekday-048300_M8_5,08:25:00,08:25:00,42436903,21,0,0
MQ_O1-Weekday-048300_M8_5,07:29:00,07:29:00,42453457,1,0,0
MQ_O1-Weekday-072700_M9_54,12:07:00,12:07:00,42446293,1,0,0
MQ_O1-Weekday-072700_M9_54,12:07:48,12:07:48,42436756,2,0,0
MQ_O1-Weekday-072700_M9_54,12:08:53,12:08:53,42436754,3,0,0
MQ_O1-Weekday-072700_M9_54,12:11:52,12:11:52,42442889,4,0,0
MQ_O1-Weekday-072700_M9_54,12:12:53,12:12:53,42448707,5,0,0
MQ_O1-Weekday-072700_M9_54,12:14:58,12:14:58,42448714,6,0,0
MQ_O1-Weekday-072700_M9_54,12:16:29,12:16:29,42439191,7,0,0
MQ_O1-Weekday-072700_M9_54,12:17:27,12:17:27,5145531517,8,0,0
MQ_O1-Weekday-072700_M9_54,12:18:23,12:18:23,42437830,9,0,0
MQ_O1-Weekday-072700_M9_54,12:19:00,12:19:00,42431482,10,0,0
MQ_O1-Weekday-072700_M9_54,12:21:14,12:21:14,42446571,11,0,0
MQ_O1-Weekday-072700_M9_54,12:22:41,12:22:41,42430938,12,0,0
MQ_O1-Weekday-072700_M9_54,12:23:56,12:23:56,42455181,13,0,0
MQ_O1-Weekday-072700_M9_54,12:25:12,12:25:12,42444833,14,0,0
MQ_O1-Weekday-072700_M9_54,12:27:09,12:27:09,42437349,15,0,0
MQ_O1-Weekday-072700_M9_54,12:28:10,12:28:10,3783071112,16,0,0
MQ_O1-Weekday-072700_M9_54,12:29:59,12:29:59,42440401,17,0,0
MQ_O1-Weekday-072700_M9_54,12:32:00,12:32:00,1919595929,18,0,0
MQ_O1-Weekday-072700_M9_54,12:33:53,12:33:53,42437084,19,1,1
MQ_O1-Weekday-072700_M9_54,12:35:00,12:35:00,486867513,20,0,0
MQ_O1-Weekday-072700_M9_54,12:37:00,12:37:00,42452084,21,0,0
MQ_O1-Weekday-072700_M9_54,12:39:27,12:39:27,597928301,22,0,0
MQ_O1-Weekday-072700_M9_54,12:40:44,12:40:44,42433545,23,0,0
MQ_O1-Weekday-072700_M9_54,12:42:22,12:42:22,42433539,24,0,0
MQ_O1-Weekday-072700_M9_54,12:44:00,12:44:00,42433537,25,0,0
MQ_O1-Weekday-072700_M9_54,12:44:54,12:44:54,1773055865,26,0,0
MQ_O1-Weekday-072700_M9_54,12:50:00,12:50:00,2821304143,27,0,0
MQ_O1-Weekday-072700_M9_54,12:52:32,12:52:32,42429563,28,0,0
MQ_O1-Weekday-072700_M9_54,12:53:07,12:53:07,42429565,29,0,0
MQ_O1-Weekday-072700_M9_54,12:58:47,12:58:47,42427412,30,0,0
MQ_O1-Weekday-072700_M9_54,13:00:00,13:00:00,42437401,31,0,0
MQ_O1-Weekday-079200_M9_54,13:12:00,13:12:00,246858433,1,0,0
MQ_O1-Weekday-079200_M9_54,13:17:21,13:17:21,4015418422,2,0,0
MQ_O1-Weekday-079200_M9_54,13:19:08,13:19:08,42449597,3,0,0
MQ_O1-Weekday-079200_M9_54,13:23:00,13:23:00,1272562931,4,0,0
MQ_O1-Weekday-079200_M9_54,13:29:00,13:29:00,1773055865,5,0,0
MQ_O1-Weekday-079200_M9_54,13:30:09,13:30:09,42433537,6,0,0
MQ_O1-Weekday-079200_M9_54,13:32:29,13:32:29,42433542,7,0,0
MQ_O1-Weekday-079200_M9_54,13:33:31,13:33:31,42457821,8,0,0
MQ_O1-Weekday-079200_M9_54,13:36:37,13:36:37,42445617,9,0,0
MQ_O1-Weekday-079200_M9_54,13:38:00,13:38:00,42452084,10,0,0
MQ_O1-Weekday-079200_M9_54,13:40:00,13:40:00,42429773,11,0,0
MQ_O1-Weekday-079200_M9_54,13:44:00,13:44:00,1919595910,12,0,0
MQ_O1-Weekday-079200_M9_54,13:45:00,13:45:00,1919595921,13,0,0
MQ_O1-Weekday-079200_M9_54,13:46:40,13:46:40,42427358,14,0,0
MQ_O1-Weekday-079200_M9_54,13:48:10,13:48:10,42437349,15,0,0
MQ_O1-Weekday-079200_M9_54,13:49:32,13:49:32,42453158,16,0,0
MQ_O1-Weekday-079200_M9_54,13:51:00,13:51:00,42434233,17,0,0
MQ_O1-Weekday-079200_M9_54,13:52:58,13:52:58,42455013,18,0,0
MQ_O1-Weekday-079200_M9_54,13:54:03,13:54:03,42446571,19,1,1
MQ_O1-Weekday-079200_M9_54,13:55:00,13:55:00,42440754,20,0,0
MQ_O1-Weekday-079200_M9_54,13:56:03,13:56:03,42437830,21,0,0
MQ_O1-Weekday-079200_M9_54,13:56:52,13:56:52,42437826,22,0,0
MQ_O1-Weekday-079200_M9_54,13:59:55,13:59:55,42438463,23,0,0
MQ_O1-Weekday-079200_M9_54,14:02:30,14:02:30,42448707,24,0,0
MQ_O1-Weekday-079200_M9_54,14:04:00,14:04:00,42429918,25,0,0
MQ_O1-Weekday-079200_M9_54,12:07:00,12:07:00,42446293,1,0,0
MV_O1-Weekday-129200_M10_18,21:32:00,21:32:00,42435240,1,0,0
MV_O1-Weekday-129200_M10_18,21:32:33,21:32:33,42448283,2,0,0
MV_O1-Weekday-129200_M10_18,21:33:00,21:33:00,42448278,3,0,0
MV_O1-Weekday-129200_M10_18,21:34:00,21:34:00,42456115,4,0,0
MV_O1-Weekday-129200_M10_18,21:35:46,21:35:46,42443085,5,0,0
MV_O1-Weekday-129200_M10_18,21:36:45,21:36:45,42450071,6,0,0
MV_O1-Weekday-129200_M10_18,21:37:46,21:37:46,42447199,7,0,0
MV_O1-Weekday-129200_M10_18,21:38:35,21:38:35,42458342,8,0,0
MV_O1-Weekday-129200_M10_18,21:40:00,21:40:00,42446161,9,0,0
MV_O1-Weekday-129200_M10_18,21:40:39,21:40:39,42437174,10,0,0
MV_O1-Weekday-129200_M10_18,21:43:00,21:43:00,3099327952,11,0,0
MV_O1-Weekday-129200_M10_18,21:44:48,21:44:48,595703198,12,0,0
MV_O1-Weekday-129200_M10_18,21:46:00,21:46:00,42435766,13,0,0
MV_O1-Weekday-129200_M10_18,21:47:05,21:47:05,42437188,14,0,0
MV_O1-Weekday-129200_M10_18,21:47:44,21:47:44,42447317,15,0,0
MV_O1-Weekday-129200_M10_18,21:48:52,21:48:52,42437218,16,0,0
MV_O1-Weekday-129200_M10_18,21:49:48,21:49:48,42447303,17,0,0
MV_O1-Weekday-129200_M10_18,21:50:35,21:50:35,42447295,18,0,0
MV_O1-Weekday-129200_M10_18,21:51:15,21:51:15,42421731,19,0,0
MV_O1-Weekday-129200_M10_18,21:52:00,21:52:00,42421737,20,0,0
MV_O1-Weekday-129200_M10_18,21:52:41,21:52:41,42421741,21,0,0
MV_O1-Weekday-129200_M10_18,21:53:00,21:53:00,1061531654,22,0,0
MV_O1-Weekday-097100_M10_6,16:11:53,16:11:53,42421741,2,0,0
MV_O1-Weekday-097100_M10_6,16:13:00,16:13:00,42421737,3,0,0
MV_O1-Weekday-097100_M10_6,16:14:16,16:14:16,42421731,4,0,0
MV_O1-Weekday-097100_M10_6,16:16:06,16:16:06,42447303,5,0,0
MV_O1-Weekday-097100_M10_6,16:17:36,16:17:36,42446733,6,0,0
MV_O1-Weekday-097100_M10_6,16:19:31,16:19:31,42431210,7,0,0
MV_O1-Weekday-097100_M10_6,16:21:21,16:21:21,42437188,8,0,0
MV_O1-Weekday-097100_M10_6,16:23:00,16:23:00,42435761,9,0,0
MV_O1-Weekday-097100_M10_6,16:25:39,16:25:39,2141026506,10,0,0
MV_O1-Weekday-097100_M10_6,16:28:00,16:28:00,42437177,11,0,0
MV_O1-Weekday-097100_M10_6,16:30:06,16:30:06,42437174,12,0,0
MV_O1-Weekday-097100_M10_6,16:32:00,16:32:00,42446161,13,0,0
MV_O1-Weekday-097100_M10_6,16:34:29,16:34:29,42447199,14,0,0
MV_O1-Weekday-097100_M10_6,16:36:31,16:36:31,42450071,15,0,0
MV_O1-Weekday-097100_M10_6,16:38:09,16:38:09,42443085,16,0,0
MV_O1-Weekday-097100_M10_6,16:41:00,16:41:00,42449843,17,0,0
MV_O1-Weekday-097100_M10_6,16:41:34,16:41:34,42443824,18,0,0
MV_O1-Weekday-097100_M10_6,16:41:53,16:41:53,42438084,19,0,0
MV_O1-Weekday-097100_M10_6,16:43:00,16:43:00,42443826,20,0,0
V_O1-Weekday-097100_M10_6,21:32:00,21:32:00,42435240,1,0,0
MV_O1-Weekday-135000_M11_633,22:30:00,22:30:00,42448607,1,0,0
MV_O1-Weekday-135000_M11_633,22:31:28,22:31:28,42440144,2,0,0
MV_O1-Weekday-135000_M11_633,22:33:00,22:33:00,42442584,3,0,0
MV_O1-Weekday-135000_M11_633,22:33:57,22:33:57,42453717,4,0,0
MV_O1-Weekday-135000_M11_633,22:34:59,22:34:59,42428858,5,0,0
MV_O1-Weekday-135000_M11_633,22:35:49,22:35:49,42421857,6,0,0
MV_O1-Weekday-135000_M11_633,22:37:08,22:37:08,1506591534,7,0,0
MV_O1-Weekday-135000_M11_633,22:38:27,22:38:27,3579426874,8,0,0
MV_O1-Weekday-135000_M11_633,22:39:37,22:39:37,470209120,9,0,0
MV_O1-Weekday-135000_M11_633,22:40:28,22:40:28,42428814,10,0,0
MV_O1-Weekday-135000_M11_633,22:41:18,22:41:18,42428799,11,0,0
MV_O1-Weekday-135000_M11_633,22:42:09,22:42:09,42428782,12,0,0
MV_O1-Weekday-135000_M11_633,22:42:45,22:42:45,595314103,13,0,0
MV_O1-Weekday-135000_M11_633,22:44:00,22:44:00,1061531654,14,0,0
MV_O1-Weekday-135000_M11_633,22:44:58,22:44:58,42428746,15,0,0
MV_O1-Weekday-135000_M11_633,22:46:03,22:46:03,42428737,16,0,0
MV_O1-Weekday-135000_M11_633,22:47:07,22:47:07,42428725,17,0,0
MV_O1-Weekday-135000_M11_633,22:49:00,22:49:00,42428714,18,0,0
MV_O1-Weekday-135000_M11_633,22:50:14,22:50:14,42428709,19,0,0
MV_O1-Weekday-135000_M11_633,22:51:07,22:51:07,42428701,20,0,0
MV_O1-Weekday-135000_M11_633,22:52:00,22:52:00,42428689,21,0,0
MV_O1-Weekday-135000_M11_633,22:52:52,22:52:52,42428682,22,0,0
MV_O1-Weekday-135000_M11_633,22:53:50,22:53:50,42428674,23,0,0
MV_O1-Weekday-135000_M11_633,22:54:44,22:54:44,42421809,24,0,0
MV_O1-Weekday-135000_M11_633,22:55:36,22:55:36,42428661,25,0,0
MV_O1-Weekday-135000_M11_633,22:57:00,22:57:00,42428653,26,0,0
MV_O1-Weekday-135000_M11_633,22:58:45,22:58:45,42428645,27,0,0
MV_O1-Weekday-135000_M11_633,23:00:01,23:00:01,42428640,28,0,0
MV_O1-Weekday-135000_M11_633,23:01:17,23:01:17,42428634,29,0,0
MV_O1-Weekday-135000_M11_633,23:02:51,23:02:51,1061531597,30,0,0
MV_O1-Weekday-135000_M11_633,23:03:59,23:03:59,42428601,31,0,0
MV_O1-Weekday-135000_M11_633,23:05:46,23:05:46,42428590,32,0,0
MV_O1-Weekday-135000_M11_633,23:08:00,23:08:00,42428575,33,0,0
MV_O1-Weekday-135000_M11_633,23:08:39,23:08:39,1061531777,34,0,0
MV_O1-Weekday-135000_M11_633,23:09:30,23:09:30,1825841754,35,1,1
MV_O1-Weekday-135000_M11_633,23:09:43,23:09:43,1825841700,36,0,0
MV_O1-Weekday-135000_M11_633,23:11:31,23:11:31,42423674,37,1,1
MV_O1-Weekday-135000_M11_633,23:11:49,23:11:49,42440025,38,0,0
MV_O1-Weekday-135000_M11_633,23:12:34,23:12:34,42431549,39,0,0
MV_O1-Weekday-135000_M11_633,23:13:23,23:13:23,42440015,40,0,0
MV_O1-Weekday-135000_M11_633,23:13:59,23:13:59,42440012,41,0,0
MV_O1-Weekday-135000_M11_633,23:15:15,23:15:15,42440001,42,0,0
MV_O1-Weekday-135000_M11_633,23:17:36,23:17:36,42439984,43,0,0
MV_O1-Weekday-135000_M11_633,23:18:43,23:18:43,42439972,44,0,0
MV_O1-Weekday-140000_M11_628,23:20:00,23:20:00,42435660,1,0,0
MV_O1-Weekday-140000_M11_628,23:21:01,23:21:01,42435668,2,0,0
MV_O1-Weekday-140000_M11_628,23:22:10,23:22:10,42435675,3,0,0
MV_O1-Weekday-140000_M11_628,23:23:32,23:23:32,42432589,4,0,0
MV_O1-Weekday-140000_M11_628,23:24:45,23:24:45,42435702,5,0,0
MV_O1-Weekday-140000_M11_628,23:26:22,23:26:22,42431556,6,0,0
MV_O1-Weekday-140000_M11_628,23:27:47,23:27:47,4347550071,7,1,1
MV_O1-Weekday-140000_M11_628,23:28:41,23:28:41,1061531777,8,0,0
MV_O1-Weekday-140000_M11_628,23:30:00,23:30:00,1061531685,9,0,0
MV_O1-Weekday-140000_M11_628,23:31:30,23:31:30,1061531527,10,0,0
MV_O1-Weekday-140000_M11_628,23:33:00,23:33:00,1061531597,11,0,0
MV_O1-Weekday-140000_M11_628,23:35:02,23:35:02,1061531757,12,0,0
MV_O1-Weekday-140000_M11_628,23:36:07,23:36:07,1061531634,13,0,0
MV_O1-Weekday-140000_M11_628,23:37:03,23:37:03,1061531695,14,0,0
MV_O1-Weekday-140000_M11_628,23:38:00,23:38:00,1061531454,15,0,0
MV_O1-Weekday-140000_M11_628,23:39:33,23:39:33,1061531818,16,0,0
MV_O1-Weekday-140000_M11_628,23:40:33,23:40:33,1061531683,17,0,0
MV_O1-Weekday-140000_M11_628,23:41:39,23:41:39,1061531603,18,0,0
MV_O1-Weekday-140000_M11_628,23:42:41,23:42:41,1061531810,19,0,0
MV_O1-Weekday-140000_M11_628,23:44:11,23:44:11,1061531731,20,0,0
MV_O1-Weekday-140000_M11_628,23:45:14,23:45:14,1061531790,21,0,0
MV_O1-Weekday-140000_M11_628,23:47:00,23:47:00,1061531504,22,0,0
MV_O1-Weekday-140000_M11_628,23:48:00,23:48:00,1061531730,23,0,0
MV_O1-Weekday-140000_M11_628,23:48:56,23:48:56,1061531802,24,0,0
MV_O1-Weekday-140000_M11_628,23:49:40,23:49:40,1061531815,25,0,0
MV_O1-Weekday-140000_M11_628,23:51:00,23:51:00,42421745,26,0,0
MV_O1-Weekday-140000_M11_628,23:51:47,23:51:47,595314104,27,0,0
MV_O1-Weekday-140000_M11_628,23:52:28,23:52:28,3579432156,28,0,0
MV_O1-Weekday-140000_M11_628,23:53:37,23:53:37,561035334,29,0,0
MV_O1-Weekday-140000_M11_628,23:54:31,23:54:31,1506445762,30,0,0
MV_O1-Weekday-140000_M11_628,23:55:59,23:55:59,1504153604,31,0,0
MV_O1-Weekday-140000_M11_628,23:56:58,23:56:58,1506599378,32,0,0
MV_O1-Weekday-140000_M11_628,23:58:06,23:58:06,561035342,33,0,0
MV_O1-Weekday-140000_M11_628,23:58:40,23:58:40,42428858,34,0,0
MV_O1-Weekday-140000_M11_628,24:01:00,24:01:00,42442589,35,0,0
MV_O1-Weekday-140000_M11_628,24:02:00,24:02:00,42442592,36,0,0
MV_O1-Weekday-140000_M11_628,23:20:00,23:20:00,42448607,1,0,0
MQ_O1-Weekday-049500_M12_101,08:15:00,08:15:00,42435581,1,0,0
MQ_O1-Weekday-049500_M12_101,08:16:52,08:16:52,42435596,2,0,0
MQ_O1-Weekday-049500_M12_101,08:18:23,08:18:23,4557517554,3,0,0
MQ_O1-Weekday-049500_M12_101,08:19:46,08:19:46,42454328,4,0,0
MQ_O1-Weekday-049500_M12_101,08:21:06,08:21:06,42445769,5,0,0
MQ_O1-Weekday-049500_M12_101,08:22:42,08:22:42,4872623863,6,0,0
MQ_O1-Weekday-049500_M12_101,08:26:00,08:26:00,42427494,7,0,0
MQ_O1-Weekday-049500_M12_101,08:27:32,08:27:32,42434827,8,0,0
MQ_O1-Weekday-049500_M12_101,08:29:09,08:29:09,42437699,9,0,0
MQ_O1-Weekday-049500_M12_101,08:30:09,08:30:09,42446678,10,0,0
MQ_O1-Weekday-049500_M12_101,08:33:00,08:33:00,42448996,11,0,0
MQ_O1-Weekday-049500_M12_101,08:34:41,08:34:41,62915525,12,0,0
MQ_O1-Weekday-049500_M12_101,08:36:15,08:36:15,62915514,13,0,0
MQ_O1-Weekday-049500_M12_101,08:37:20,08:37:20,62915516,14,0,0
MQ_O1-Weekday-049500_M12_101,08:39:26,08:39:26,61275600,15,0,0
MQ_O1-Weekday-049500_M12_101,08:41:00,08:41:00,247123611,16,0,0
MQ_O1-Weekday-049500_M12_101,08:43:25,08:43:25,42430745,17,0,0
MQ_O1-Weekday-049500_M12_101,08:45:14,08:45:14,42455643,18,0,0
MQ_O1-Weekday-049500_M12_101,08:46:50,08:46:50,42445037,19,0,0
MQ_O1-Weekday-049500_M12_101,08:48:18,08:48:18,42435714,20,0,0
MQ_O1-Weekday-049500_M12_101,08:49:00,08:49:00,42428332,21,0,0
MQ_O1-Weekday-054000_M12_101,09:00:49,09:00:49,42428329,2,0,0
MQ_O1-Weekday-054000_M12_101,09:02:49,09:02:49,42445037,3,0,0
MQ_O1-Weekday-054000_M12_101,09:04:28,09:04:28,42455643,4,0,0
MQ_O1-Weekday-054000_M12_101,09:06:00,09:06:00,42430745,5,0,0
MQ_O1-Weekday-054000_M12_101,09:07:32,09:07:32,42430736,6,0,0
MQ_O1-Weekday-054000_M12_101,09:09:27,09:09:27,42430704,7,0,0
MQ_O1-Weekday-054000_M12_101,09:11:03,09:11:03,42430691,8,0,0
MQ_O1-Weekday-054000_M12_101,09:12:52,09:12:52,42430680,9,0,0
MQ_O1-Weekday-054000_M12_101,09:14:00,09:14:00,42430673,10,0,0
MQ_O1-Weekday-054000_M12_101,09:16:03,09:16:03,42430651,11,0,0
MQ_O1-Weekday-054000_M12_101,09:18:04,09:18:04,42430633,12,0,0
MQ_O1-Weekday-054000_M12_101,09:20:32,09:20:32,42427824,13,0,0
MQ_O1-Weekday-054000_M12_101,09:21:54,09:21:54,42430597,14,0,0
MQ_O1-Weekday-054000_M12_101,09:24:00,09:24:00,246580736,15,0,0
MQ_O1-Weekday-054000_M12_101,09:28:01,09:28:01,42429664,16,0,0
MQ_O1-Weekday-054000_M12_101,09:29:51,09:29:51,42429663,17,0,0
MQ_O1-Weekday-054000_M12_101,09:32:25,09:32:25,42429394,18,0,0
MQ_O1-Weekday-054000_M12_101,09:33:29,09:33:29,42431503,19,0,0
MQ_O1-Weekday-054000_M12_101,09:36:00,09:36:00,42435578,20,0,0
MQ_O1-Weekday-054000_M12_101,09:45:00,09:45:00,42435581,1,0,0
MQ_O1-Weekday-037500_M20_151,06:15:00,06:15:00,42428575,1,0,0
MQ_O1-Weekday-037500_M20_151,06:15:48,06:15:48,1061531777,2,0,0
MQ_O1-Weekday-037500_M20_151,06:16:38,06:16:38,1825841754,3,1,1
MQ_O1-Weekday-037500_M20_151,06:16:51,06:16:51,1825841700,4,0,0
MQ_O1-Weekday-037500_M20_151,06:17:32,06:17:32,4347550074,5,0,0
MQ_O1-Weekday-037500_M20_151,06:18:57,06:18:57,42440025,6,0,0
MQ_O1-Weekday-037500_M20_151,06:20:22,06:20:22,42440020,7,0,0
MQ_O1-Weekday-037500_M20_151,06:21:07,06:21:07,42440012,8,0,0
MQ_O1-Weekday-037500_M20_151,06:22:23,06:22:23,42440001,9,0,0
MQ_O1-Weekday-037500_M20_151,06:25:50,06:25:50,42439972,10,0,0
MQ_O1-Weekday-037500_M20_151,06:27:43,06:27:43,42439955,11,0,0
MQ_O1-Weekday-037500_M20_151,06:29:00,06:29:00,4461990857,12,0,0
MQ_O1-Weekday-037500_M20_151,06:29:52,06:29:52,42435422,13,0,0
MQ_O1-Weekday-037500_M20_151,06:30:46,06:30:46,42438547,14,0,0
MQ_O1-Weekday-037500_M20_151,06:31:41,06:31:41,42439840,15,0,0
MQ_O1-Weekday-037500_M20_151,06:32:21,06:32:21,42437890,16,0,0
MQ_O1-Weekday-037500_M20_151,06:33:13,06:33:13,42427374,17,0,0
MQ_O1-Weekday-037500_M20_151,06:34:03,06:34:03,42439275,18,0,0
MQ_O1-Weekday-037500_M20_151,06:35:00,06:35:00,42439823,19,0,0
MQ_O1-Weekday-037500_M20_151,06:36:48,06:36:48,42430813,20,0,0
MQ_O1-Weekday-037500_M20_151,06:37:25,06:37:25,42457728,21,0,0
MQ_O1-Weekday-037500_M20_151,06:38:17,06:38:17,4618691806,22,0,0
MQ_O1-Weekday-037500_M20_151,06:39:27,06:39:27,42430770,23,0,0
MQ_O1-Weekday-037500_M20_151,06:40:03,06:40:03,42430761,24,0,0
MQ_O1-Weekday-037500_M20_151,06:41:19,06:41:19,42439345,25,0,0
MQ_O1-Weekday-037500_M20_151,06:43:00,06:43:00,4602414021,26,0,0
MQ_O1-Weekday-037500_M20_151,06:45:23,06:45:23,42445702,27,0,0
MQ_O1-Weekday-037500_M20_151,06:47:35,06:47:35,42430557,28,0,0
MQ_O1-Weekday-037500_M20_151,06:48:18,06:48:18,42431614,29,0,0
MQ_O1-Weekday-037500_M20_151,06:49:20,06:49:20,42431617,30,0,0
MQ_O1-Weekday-037500_M20_151,06:50:00,06:50:00,42431626,31,0,0
MQ_O1-Weekday-037500_M20_151,06:50:48,06:50:48,42446814,32,0,0
MQ_O1-Weekday-037500_M20_151,06:52:11,06:52:11,42446849,33,0,0
MQ_O1-Weekday-037500_M20_151,06:55:00,06:55:00,42437401,34,0,0
MQ_O1-Weekday-037500_M20_151,06:55:50,06:55:50,42427412,35,0,0
MQ_O1-Weekday-037500_M20_151,06:56:21,06:56:21,42433718,36,0,0
MQ_O1-Weekday-037500_M20_151,06:56:51,06:56:51,42433712,37,0,0
MQ_O1-Weekday-037500_M20_151,06:57:41,06:57:41,1772136810,38,0,0
MQ_O1-Weekday-037500_M20_151,06:58:25,06:58:25,42444353,39,0,0
MQ_O1-Weekday-037500_M20_151,06:59:00,06:59:00,42426747,40,0,0
MQ_O1-Weekday-044000_M20_151,07:21:00,07:21:00,588546891,2,0,0
MQ_O1-Weekday-044000_M20_151,07:22:07,07:22:07,246901366,3,0,0
MQ_O1-Weekday-044000_M20_151,07:23:17,07:23:17,42433718,4,0,0
MQ_O1-Weekday-044000_M20_151,07:23:40,07:23:40,42427412,5,0,0
MQ_O1-Weekday-044000_M20_151,07:25:00,07:25:00,246858433,6,0,0
MQ_O1-Weekday-044000_M20_151,07:28:54,07:28:54,42429630,7,0,0
MQ_O1-Weekday-044000_M20_151,07:29:56,07:29:56,42446825,8,0,0
MQ_O1-Weekday-044000_M20_151,07:31:00,07:31:00,42431626,9,0,0
MQ_O1-Weekday-044000_M20_151,07:31:54,07:31:54,42453417,10,0,0
MQ_O1-Weekday-044000_M20_151,07:33:02,07:33:02,42436330,11,0,0
MQ_O1-Weekday-044000_M20_151,07:33:50,07:33:50,42436336,12,0,0
MQ_O1-Weekday-044000_M20_151,07:37:00,07:37:00,42436355,13,0,0
MQ_O1-Weekday-044000_M20_151,07:37:47,07:37:47,42436364,14,0,0
MQ_O1-Weekday-044000_M20_151,07:38:57,07:38:57,42436371,15,0,0
MQ_O1-Weekday-044000_M20_151,07:40:45,07:40:45,42436384,16,0,0
MQ_O1-Weekday-044000_M20_151,07:41:57,07:41:57,42436393,17,0,0
MQ_O1-Weekday-044000_M20_151,07:43:22,07:43:22,42436404,18,0,0
MQ_O1-Weekday-044000_M20_151,07:44:51,07:44:51,42435578,19,0,0
MQ_O1-Weekday-044000_M20_151,07:45:56,07:45:56,4492821529,20,0,0
MQ_O1-Weekday-044000_M20_151,07:47:00,07:47:00,42435596,21,0,0
MQ_O1-Weekday-044000_M20_151,07:48:47,07:48:47,42435603,22,0,0
MQ_O1-Weekday-044000_M20_151,07:50:19,07:50:19,42427381,23,0,0
MQ_O1-Weekday-044000_M20_151,07:52:03,07:52:03,42427427,24,0,0
MQ_O1-Weekday-044000_M20_151,07:53:10,07:53:10,42435632,25,0,0
MQ_O1-Weekday-044000_M20_151,07:54:47,07:54:47,42435633,26,0,0
MQ_O1-Weekday-044000_M20_151,07:55:54,07:55:54,4443775465,27,0,0
MQ_O1-Weekday-044000_M20_151,07:58:00,07:58:00,42435644,28,0,0
MQ_O1-Weekday-044000_M20_151,08:00:31,08:00:31,42435650,29,0,0
MQ_O1-Weekday-044000_M20_151,08:04:00,08:04:00,42435660,30,0,0
MQ_O1-Weekday-044000_M20_151,08:05:34,08:05:34,42435668,31,0,0
MQ_O1-Weekday-044000_M20_151,08:07:09,08:07:09,42435675,32,0,0
MQ_O1-Weekday-044000_M20_151,08:09:04,08:09:04,42432589,33,0,0
MQ_O1-Weekday-044000_M20_151,08:10:45,08:10:45,42435702,34,0,0
MQ_O1-Weekday-044000_M20_151,08:12:58,08:12:58,42431556,35,0,0
MQ_O1-Weekday-044000_M20_151,08:14:56,08:14:56,4347550071,36,1,1
MQ_O1-Weekday-044000_M20_151,08:15:26,08:15:26,1825841742,37,0,0
MQ_O1-Weekday-044000_M20_151,08:17:13,08:17:13,42435253,38,0,0
MQ_O1-Weekday-044000_M20_151,08:19:00,08:19:00,42435264,39,0,0
MQ_O1-Weekday-044000_M20_151,08:20:27,08:20:27,3718672443,40,0,0
MQ_O1-Weekday-044000_M20_151,08:22:00,08:22:00,42428579,41,0,0
